,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_Nm,torque_rpm,company,Model
2220,2019,950000,17000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,5.0,300.0,1500,Mahindra,other_model
2221,2017,400000,50000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,90.0,3500,Maruti,Wagon
2222,2018,700000,42000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,5.0,132.3,4000,Hyundai,i20
2223,2011,700000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,20.4,1400,Toyota,Innova
2224,2012,260000,110000,Diesel,Individual,Manual,First Owner,21.03,1461,65.0,5.0,160.0,2000,Mahindra,other_model
2225,2012,200000,90000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5.0,140.0,1800,Tata,Indigo
2226,2020,580000,70000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5.0,113.0,4400,Maruti,other_model
2227,2011,330000,66000,Diesel,Individual,Manual,Second Owner,20.5,1598,105.0,5.0,250.0,1500,Volkswagen,Vento
2228,2011,400000,70000,Diesel,Individual,Manual,Third Owner,16.2,1493,110.0,5.0,24.0,1900,Hyundai,Verna
2229,2018,1350000,5000,Petrol,Individual,Automatic,First Owner,14.8,1591,121.3,5.0,151.0,4850,Hyundai,Creta
2230,2014,250000,50000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,5.0,160.0,2000,Mahindra,other_model
2231,2019,725000,25000,Petrol,Individual,Manual,First Owner,15.41,1598,103.2,5.0,153.0,3750,Skoda,Rapid
2232,2013,300000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
2233,2006,120000,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
2234,2016,1175000,110000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
2235,2009,380000,150000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7.0,320.0,1700,Tata,New
2236,2014,400000,45000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5.0,135.4,2500,Tata,Indica
2237,2005,140000,90000,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,5.0,13.5,2500,Tata,Indigo
2238,2011,229999,140000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7.0,320.0,1700,Tata,New
2239,2003,110000,83000,Petrol,Individual,Manual,Second Owner,13.8,1299,70.0,5.0,10.7,2500,Ford,other_model
2240,2011,550000,106000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.1,5.0,320.0,1750,Volkswagen,other_model
2241,2008,150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26,1150,74.9,5.0,110.0,4400,Chevrolet,other_model
2242,2017,265000,40000,Petrol,Individual,Manual,Second Owner,16.8,796,34.2,8.0,59.0,2500,Maruti,other_model
2243,2011,300000,138000,Petrol,Individual,Manual,Third Owner,17.0,1197,80.0,5.0,11.4,4000,Hyundai,i20
2244,2015,280000,80000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,69.0,3500,Maruti,Alto
2245,2005,130000,50000,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0,5.0,115.0,3200,Hyundai,other_model
2246,2015,350000,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5.0,108.5,5000,Chevrolet,other_model
2247,2009,200000,120000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5.0,114.0,4000,Maruti,Ritz
2248,2018,550000,24400,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
2249,2013,400000,60000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7.0,195.0,1400,Mahindra,Bolero
2250,2010,170000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5.0,114.0,4000,Maruti,Ritz
2251,2015,600000,60000,Diesel,Individual,Manual,Second Owner,24.8,1396,88.7,5.0,219.7,1750,Hyundai,Verna
2252,2011,130000,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
2254,2011,100000,120000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
2255,2016,310000,27500,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,72.0,4386,Renault,KWID
2256,2007,35000,10000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
2257,2010,200000,120000,Petrol,Individual,Manual,Third Owner,18.5,1197,80.0,5.0,11.4,4000,Hyundai,i20
2259,2015,650000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
2260,2013,210000,120000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5.0,100.0,2700,Tata,Indigo
2261,2015,509999,90000,Diesel,Individual,Manual,First Owner,24.4,1120,71.01,5.0,180.4,1750,Hyundai,Xcent
2262,2013,229999,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,5.0,160.0,2000,Ford,Figo
2263,2014,409999,188000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5.0,248.0,2250,Renault,Duster
2264,2011,130000,67840,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5.0,90.3,4200,Chevrolet,Spark
2265,2013,95000,30000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,4.0,51.0,4000,Tata,other_model
2266,2016,225000,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,69.0,3500,Maruti,Alto
2268,2017,775000,100000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,200.0,1750,Maruti,Vitara
2269,2017,420000,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,90.0,3500,Maruti,Wagon
2270,2016,480000,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
2272,2010,260000,380000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,180.0,1440,Mahindra,Bolero
2274,2018,600000,15000,Petrol,Individual,Manual,First Owner,16.2,1199,74.0,5.0,110.0,3000,Volkswagen,Polo
2275,2009,140000,140000,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,5.0,160.0,2000,Ford,other_model
2276,2010,130000,120000,Petrol,Individual,Manual,Third Owner,19.7,796,35.0,8.0,6.1,3000,Maruti,other_model
2277,2007,195000,112880,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,5.0,190.0,2000,Maruti,Swift
2278,2013,210000,135000,Diesel,Dealer,Manual,Second Owner,19.4,1405,70.0,5.0,135.4,2500,Tata,Indica
2279,2006,130000,80000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
2280,2012,141000,128000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5.0,108.0,4400,Chevrolet,Beat
2281,2011,280000,120000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7.0,180.0,1440,Mahindra,Bolero
2282,2010,350000,30000,Petrol,Individual,Automatic,First Owner,12.6,1586,103.2,5.0,145.0,4100,Maruti,SX4
2283,2018,575000,70000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5.0,170.0,1750,Tata,other_model
2284,2015,550000,41000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
2286,2006,120000,30000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
2287,2015,320000,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,90.0,3500,Maruti,Alto
2288,2011,250000,35000,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,5.0,124.6,3500,Hyundai,other_model
2289,2010,300000,22000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,5.0,145.0,4100,Maruti,SX4
2290,2006,250000,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
2292,2018,750000,70000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,195.0,1400,Mahindra,Bolero
2293,2005,151000,200000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,8.0,290.0,1800,Mahindra,Scorpio
2294,2011,300000,120000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7.0,320.0,1700,Tata,Safari
2295,2019,577000,3000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5.0,113.0,4200,Maruti,other_model
2296,2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5.0,90.0,3500,Maruti,Alto
2297,2013,500000,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,195.0,1400,Mahindra,Bolero
2298,2019,840000,1500,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5.0,110.0,4800,Honda,Jazz
2299,2017,900000,74000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5.0,250.0,1500,Volkswagen,Vento
2300,2017,650000,25000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5.0,110.0,4800,Honda,Jazz
2301,2016,650000,61915,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5.0,200.0,1750,Honda,Jazz
2302,2016,250000,110000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
2303,2016,550000,70000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,5.0,230.0,1500,Volkswagen,Polo
2304,2007,250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,75.0,5.0,190.0,2000,Maruti,Swift
2305,2013,350000,110000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,7.0,240.0,1600,Mahindra,other_model
2306,2014,185000,90000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5.0,142.5,1750,Chevrolet,Beat
2307,2010,229999,120000,Petrol,Individual,Manual,Third Owner,15.6,1196,70.0,5.0,102.0,4000,Ford,Figo
2308,2016,1000000,65000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8.0,200.0,1200,Toyota,Innova
2309,2019,490000,10000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,5.0,113.0,4200,Maruti,Wagon
2310,2009,150000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,111.8,4000,Hyundai,i10
2311,2013,600000,184000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,200.0,1750,Maruti,Ertiga
2312,2013,270000,80000,CNG,Individual,Manual,Second Owner,32.52,998,58.33,5.0,78.0,3500,Maruti,Wagon
2313,2005,60000,70000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5.0,78.0,4500,Maruti,Zen
2314,2008,150000,89000,Petrol,Individual,Manual,Second Owner,15.6,1586,104.68,5.0,145.0,4100,Maruti,SX4
2315,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,5.0,109.0,4500,Honda,other_model
2316,2013,525000,69000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5.0,190.0,2000,Maruti,Swift
2317,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
2318,2012,83000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,5.0,140.0,1800,Tata,Indica
2319,2017,300000,8000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
2320,2012,350000,35000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5.0,11.4,4000,Hyundai,i20
2321,2011,300000,45000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5.0,11.4,4000,Hyundai,i20
2322,2011,250000,30000,Diesel,Individual,Manual,First Owner,20.4,1248,91.2,5.0,209.0,2000,Fiat,other_model
2323,2006,114999,59000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
2324,2018,700000,6200,Petrol,Individual,Manual,First Owner,19.34,1462,103.0,7.0,138.0,4400,Maruti,Ertiga
2325,2020,250000,120000,Petrol,Individual,Manual,Second Owner,21.63,998,67.0,5.0,90.0,3500,Maruti,Celerio
2326,2016,350000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,90.0,3500,Maruti,Wagon
2327,1998,80000,70000,Petrol,Individual,Manual,First Owner,14.0,796,35.0,5.0,6.1,3000,Maruti,other_model
2328,2017,850000,110000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7.0,200.0,1400,Mahindra,Scorpio
2330,2007,90000,93000,Petrol,Individual,Manual,Third Owner,18.0,995,62.0,5.0,90.3,4200,Chevrolet,Spark
2331,2014,600000,110000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10.0,171.0,1800,Chevrolet,other_model
2332,2007,135000,57000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
2333,2005,150000,120000,Petrol,Individual,Manual,First Owner,13.2,1495,94.0,5.0,12.5,3500,Hyundai,other_model
2334,2012,259000,35000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5.0,140.0,1800,Tata,Indigo
2335,2012,220000,90000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5.0,140.0,1800,Tata,Indigo
2336,2012,246000,35000,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0,5.0,140.0,1800,Tata,Indigo
2337,2009,240000,120000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5.0,114.0,4000,Maruti,Swift
2338,2018,946000,60000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,5.0,219.7,1500,Hyundai,Creta
2339,2011,215000,70000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5.0,140.0,1800,Tata,Indigo
2340,1999,50000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5.0,78.0,4500,Maruti,Zen
2341,2013,310000,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5.0,200.0,1750,Honda,Amaze
2342,2008,220000,35000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,111.7,4000,Hyundai,i10
2343,2008,195000,90000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5.0,190.0,2000,Maruti,Swift
2344,2015,650000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,114.73,4000,Hyundai,i20
2345,2011,350000,98000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5.0,11.4,4000,Hyundai,i20
2346,2013,360000,30000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5.0,113.7,4000,Hyundai,i20
2347,2013,550000,50000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5.0,177.5,4700,Hyundai,other_model
2348,2016,490000,26000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
2349,2011,195000,46000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
2350,2010,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
2351,2019,459999,10000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
2352,2015,275000,16700,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,69.0,3500,Maruti,Alto
2353,2018,680000,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,190.0,2000,Maruti,Swift
2354,2015,600000,7967,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5.0,115.0,4000,Maruti,Swift
2355,2018,720000,20000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
2357,2016,356000,9656,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,72.0,4386,Renault,KWID
2358,2011,225000,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,99.04,4500,Hyundai,i10
2359,2019,725000,17000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,5.0,215.0,1750,Ford,other_model
2360,2010,130000,50000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5.0,90.3,4200,Chevrolet,Spark
2361,2015,300000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,72.0,4386,Renault,KWID
2362,2013,400000,43000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5.0,113.7,4000,Hyundai,i20
2363,2013,550000,50000,Diesel,Individual,Manual,First Owner,23.5,1396,88.7,5.0,219.9,1750,Hyundai,Verna
2364,2006,120000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.0,5.0,90.0,3500,Maruti,Wagon
2365,2012,409999,100000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,8.0,260.0,1800,Mahindra,Xylo
2366,2010,110000,80000,Petrol,Individual,Manual,Second Owner,0.0,1086,62.1,5.0,96.1,3000,Hyundai,Santro
2367,2012,450000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,195.0,1400,Mahindra,Bolero
2368,2019,610000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,113.0,4200,Maruti,Swift
2369,2016,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5.0,204.0,2000,Ford,other_model
2370,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5.0,205.0,1750,Ford,EcoSport
2371,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498,104.55,5.0,142.0,4000,Nissan,other_model
2372,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.05,5.0,160.0,2000,Ford,Figo
2373,2017,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5.0,215.0,1750,Ford,Figo
2374,2017,600000,26634,Petrol,Dealer,Automatic,First Owner,21.21,1197,81.8,5.0,113.0,4200,Maruti,Swift
2375,2012,195000,163720,Diesel,Dealer,Manual,First Owner,18.5,1399,68.0,5.0,160.0,2000,Ford,Figo
2376,2012,265000,67998,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
2377,2018,650000,20706,Diesel,Dealer,Manual,First Owner,23.8,1499,98.63,5.0,215.0,1750,Ford,other_model
2378,2015,415000,100581,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5.0,215.0,1750,Ford,Figo
2379,2015,600000,67303,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5.0,200.0,1900,Renault,Duster
2380,2013,340000,79139,Petrol,Dealer,Manual,First Owner,18.5,1197,85.8,5.0,114.0,4000,Maruti,Ritz
2381,2014,350000,84784,Diesel,Dealer,Manual,First Owner,24.0,1120,70.0,5.0,160.0,1500,Hyundai,Grand
2382,2012,265000,130376,Diesel,Dealer,Manual,Second Owner,23.2,1248,73.94,5.0,190.0,2000,Maruti,Ritz
2383,2017,625000,72000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7.0,320.0,1700,Tata,Safari
2384,2008,245000,127000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5.0,24.0,1900,Hyundai,Verna
2385,2014,395000,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,190.0,2000,Maruti,Swift
2387,2014,490000,100000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5.0,180.4,1750,Hyundai,Xcent
2389,2018,955000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,200.0,1750,Maruti,Ertiga
2390,2013,525000,110000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
2391,2017,550000,30000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,114.0,3500,Tata,other_model
2392,2014,200000,120000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,5.0,135.4,2500,Tata,Indica
2393,2017,500000,15000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5.0,112.0,4000,Ford,Figo
2394,2016,825000,33500,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5.0,200.0,1750,Maruti,SX4
2395,2012,250000,70000,Diesel,Individual,Manual,First Owner,17.21,1493,100.0,7.0,240.0,1600,Mahindra,other_model
2396,2015,600000,10000,Petrol,Individual,Manual,First Owner,18.16,1197,78.8,5.0,104.0,3100,Toyota,Etios
2397,2018,1325000,22053,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,7.0,280.0,1800,Mahindra,Scorpio
2398,2016,770000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,240.0,1600,Mahindra,TUV
2399,2011,415000,78432,Diesel,Individual,Manual,First Owner,16.52,1991,123.7,5.0,305.0,2000,Chevrolet,other_model
2400,2011,825000,125000,Diesel,Individual,Manual,Second Owner,14.66,2199,194.3,7.0,420.7,1800,Hyundai,other_model
2401,2018,530000,80000,Diesel,Individual,Manual,First Owner,26.1,1498,99.23,5.0,215.0,1750,Ford,other_model
2402,2006,425000,270000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8.0,20.4,1400,Toyota,Innova
2403,2012,310000,50000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5.0,109.0,4500,Honda,other_model
2404,2017,390000,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
2405,2016,700000,30000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5.0,151.0,4850,Hyundai,Creta
2406,2010,200000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5.0,99.04,4500,Hyundai,i10
2407,2013,1050000,7200,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8.0,200.0,1200,Toyota,Innova
2408,2014,580000,97000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5.0,200.0,1750,Honda,City
2409,2014,200000,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
2410,2013,245000,25000,Petrol,Individual,Manual,First Owner,18.2,1199,84.8,5.0,113.0,5000,Chevrolet,other_model
2411,2010,210000,94000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,111.8,4000,Hyundai,i10
2412,2005,50000,90000,Petrol,Individual,Manual,Second Owner,15.4,1590,94.0,5.0,130.0,3000,Maruti,Baleno
2413,2012,700000,50000,Diesel,Individual,Automatic,Second Owner,12.12,2231,184.0,7.0,424.0,2000,Chevrolet,other_model
2414,2019,660000,35000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5.0,190.0,1750,Tata,other_model
2415,2015,630000,117500,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5.0,145.0,4600,Honda,City
2416,2012,950000,78500,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
2417,2018,740000,8000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
2418,2017,570000,25000,Petrol,Individual,Manual,First Owner,18.12,1196,86.8,5.0,112.0,4000,Ford,Figo
2419,2012,450000,60000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5.0,259.8,1900,Hyundai,Verna
2420,2019,390000,10000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5.0,91.0,4250,Datsun,other_model
2421,2009,180000,70000,Petrol,Individual,Manual,Second Owner,14.2,1597,92.0,5.0,130.0,2500,Ford,other_model
2422,2015,130000,60000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,4.0,51.0,4000,Tata,other_model
2423,2006,270000,70000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5.0,12.7,2700,Honda,City
2424,1997,60000,25000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
2425,2006,170000,90000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5.0,14.9,3000,Hyundai,Verna
2426,2015,978999,90000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,259.9,1900,Hyundai,Creta
2427,2018,490000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
2428,2012,280000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,88.7,5.0,204.0,2000,Ford,Fiesta
2429,2018,390000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
2430,2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796,47.3,5.0,69.0,3500,Maruti,Alto
2431,2008,45000,70000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5.0,90.3,4200,Chevrolet,Spark
2432,2016,640000,80000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7.0,200.0,1750,Maruti,Ertiga
2433,2015,650000,110000,Diesel,Individual,Manual,Second Owner,15.4,2523,75.0,9.0,200.0,1400,Mahindra,Scorpio
